,Incident.month,Incident.year,Victim.injury,State,Latitude,Longitude,Site.category,Shark.length.m,Provoked/unprovoked,No.sharks,Victim.activity,Present.at.time.of.bite,Shark.behaviour,Injury.location,Injury.severity,Victim.gender,Victim.age,Diversionary.action.taken,Time.of.incident,Data.source,Shark.name
704,12,1996,injured,VIC,-38.416666666666664,144.18333333333334,deep_coast,Unknown,unprovoked,1,boarding,['swimming'],bit victim on leg,['leg'],other: teeth marks,F,12.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
705,12,1996,injured,QLD,-26.5,153.0,coastal,Unknown,unprovoked,1,boarding,[],bit victim on foot,['foot'],minor lacerations,F,18.0,Unknown,1800.0,media outlet,wobbegong (Orectolobidae)
706,1,1997,injured,QLD,-20.25,148.96666666666667,coastal,2.0,unprovoked,1,snorkeling,[],second attempt to bite,['leg'],minor lacerations,M,27.0,Unknown,1100.0,media outlet,tiger shark (Galeocerdo cuvier)
707,1,1997,injured,QLD,-28.15,153.53333333333333,coastal,1.0,unprovoked,1,boarding,[],bit victim on leg,['leg'],other: teeth marks,M,8.0,Unknown,1300.0,media outlet,bull shark (Carcharhinus leucas)
"708,1,1997,uninjured,VIC,-38.516666666666666,145.08333333333334,island,3.0,unprovoked,1,boating,""['boating', 'Nearby pinniped/s']"",bit rubber dinghy,['uninjured'],Unknown,M,32.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
"709,2,1997,injured,QLD,-20.266666666666666,148.9,coastal,Unknown,unprovoked,1,diving,""['swimming', 'baitfish']"",bit victim on arm,""['arm', 'shoulder']"",minor lacerations,M,30.0,Unknown,1045.0,ASAF questionnaire,grey reef shark (Carcharhinus amblyrhynchos)"
710,2,1997,injured,QLD,-27.983333333333334,153.33333333333334,river,Unknown,unprovoked,1,swimming,['boarding'],bit victim on leg,['leg'],major lacerations,F,20.0,Unknown,1330.0,ASAF questionnaire,bull shark (Carcharhinus leucas)
711,2,1997,uninjured,NSW,-33.86666666666667,151.2,river,2.0,unprovoked,1,boating,['snorkelling'],bumped rowing scull,['uninjured'],Unknown,F,49.0,Unknown,615.0,media outlet,bull shark (Carcharhinus leucas)
712,7,1997,injured,QLD,-26.65,153.1,coastal,1.5,unprovoked,1,boarding,['fishing'],bit victim on leg,['calf'],minor lacerations,M,18.0,Unknown,1400.0,ASAF questionnaire,tiger shark (Galeocerdo cuvier)
713,10,1997,injured,WA,-31.983333333333334,115.75,coastal,5.0,unprovoked,1,boarding,['boarding'],bit surf ski,['head'],abrasion,M,Unknown,Unknown,630.0,media outlet,white shark (Carcharodon carcharias)
714,11,1997,uninjured,VIC,-38.28333333333333,144.45,coastal,2.0,unprovoked,1,boarding,['boarding'],swam towards victim,['uninjured'],Unknown,M,21.0,pushed at shark,1515.0,media outlet,white shark (Carcharodon carcharias)
"715,11,1997,injured,WA,-35.13333333333333,117.95,coastal,5.0,unprovoked,1,diving,[],bit victim on arm,""['arm', 'shoulder']"",minor lacerations,M,42.0,fended off with scooter,Unknown,media outlet,white shark (Carcharodon carcharias)"
716,12,1997,injured,WA,-33.983333333333334,114.98333333333333,coastal,Unknown,unprovoked,1,standing,[],Unknown,['leg'],minor lacerations,M,4.0,Unknown,900.0,media outlet,wobbegong (Orectolobidae)
717,12,1997,injured,NSW,-29.1,153.43333333333334,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],minor lacerations,M,18.0,Unknown,1530.0,media outlet,wobbegong (Orectolobidae)
718,12,1997,injured,QLD,-20.116666666666667,148.91666666666666,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],minor lacerations,M,8.0,Unknown,Unknown,government report,bull shark (Carcharhinus leucas)
719,1,1998,injured,WA,-34.21666666666667,115.01666666666667,island,2.4,provoked,1,diving,['catch'],bit victim on leg,['calf'],minor lacerations,M,34.0,no effect,1000.0,ASAF questionnaire,wobbegong (Orectolobidae)
720,1,1998,uninjured,QLD,-18.666666666666668,146.5,island,3.25,unprovoked,1,snorkeling,[],swam towards victim,['uninjured'],Unknown,M,45.0,used spear to keep shark at a distance,600.0,ASAF questionnaire,tiger shark (Galeocerdo cuvier)
721,1,1998,injured,SA,-35.5,138.7,coastal,Unknown,unprovoked,1,boarding,[],bit victim on leg,['foot'],other: teeth marks,M,31.0,hit shark on nose,Unknown,media outlet,wobbegong (Orectolobidae)
"722,6,1998,fatal,SA,-35.31666666666667,136.1,coastal,4.0,unprovoked,1,snorkeling,['Nearby seals'],bit victim on leg,""['torso', 'leg']"",major lacerations,M,26.0,Unknown,1400.0,media outlet,white shark (Carcharodon carcharias)"
723,9,1998,injured,NSW,-35.03333333333333,150.71666666666667,coastal,Unknown,unprovoked,1,diving,[],Unknown,['thigh'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
"724,10,1998,injured,QLD,-26.5,153.0,coastal,1.2,provoked,1,diving,""['baitfish', 'sharkfeeding']"",bit hand,""['arm', 'hand']"",minor lacerations,M,37.0,Unknown,1400.0,ASAF questionnaire,wobbegong (Orectolobidae)"
725,12,1998,injured,SA,-35.5,138.7,coastal,Unknown,unprovoked,1,boarding,[],bit victim on leg,['calf'],other: teeth marks,F,21.0,shook leg,Unknown,media outlet,wobbegong (Orectolobidae)
"726,12,1998,injured,NSW,-33.95,151.15,deep_coast,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on leg,['calf'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)"
727,2,1999,injured,NSW,-30.566666666666666,152.98333333333332,ocean,Unknown,unprovoked,1,boarding,['Nearby dolphins'],bumped surfboard,['arm'],minor lacerations,M,35.0,Unknown,1930.0,ASAF questionnaire,white shark (Carcharodon carcharias)
728,5,1999,fatal,SA,-34.88333333333333,137.45,coastal,Unknown,unprovoked,1,boarding,[],Unknown,['torso'],major lacerations,M,22.0,Unknown,1600.0,media outlet,white shark (Carcharodon carcharias)
729,10,1999,injured,QLD,-27.383333333333333,153.43333333333334,coastal,Unknown,provoked,1,diving,[],bit victim on leg,['thigh'],minor lacerations,M,Unknown,Unknown,Unknown,witness account,wobbegong (Orectolobidae)
730,12,1999,uninjured,NSW,-32.21666666666667,152.6,ocean,2.9,unprovoked,1,diving,['baitfish'],struck victim with tail,['uninjured'],Unknown,M,34.0,hit shark on nose,930.0,ASAF questionnaire,bronze whaler shark (Carcharhinus brachyurus)
"731,12,1999,uninjured,WA,-31.883333333333333,115.75,coastal,6.0,provoked,1,diving,""['catch', 'Nearby shark/s']"",swam towards victim,['uninjured'],Unknown,M,Unknown,pushed bag into mouth,Unknown,media outlet,white shark (Carcharodon carcharias)"
732,2,2000,uninjured,NSW,-34.03333333333333,151.15,coastal,Unknown,unprovoked,1,boarding,['baitfish'],knocked victim off board,['uninjured'],Unknown,M,57.0,Unknown,1210.0,ASAF questionnaire,white shark (Carcharodon carcharias)
"733,2,2000,injured,SA,-32.083333333333336,132.98333333333332,coastal,3.0,unprovoked,1,boarding,['boarding'],bit victim & board,""['arm', 'torso']"",major lacerations,M,26.0,hit shark on nose,1100.0,media outlet,white shark (Carcharodon carcharias)"
734,2,2000,injured,WA,-31.816666666666666,115.73333333333333,coastal,1.2,unprovoked,1,swimming,[],bit victim on leg,['foot'],other: teeth marks,M,51.0,shook leg,545.0,media outlet,wobbegong (Orectolobidae)
735,3,2000,injured,QLD,-27.966666666666665,153.41666666666666,coastal,2.6,unprovoked,1,swimming,['baitfish'],bit victim on leg,['calf'],major lacerations,M,26.0,kicked shark,1410.0,ASAF questionnaire,white shark (Carcharodon carcharias)
736,3,2000,injured,WA,-31.95,115.06666666666666,coastal,1.7,unprovoked,1,boarding,['baitfish'],bit victim on leg,['thigh'],minor lacerations,M,20.0,Unknown,1830.0,media outlet,white shark (Carcharodon carcharias)
737,3,2000,uninjured,NSW,-33.483333333333334,151.41666666666666,coastal,3.0,unprovoked,1,boarding,[],bit surfboard leg rope,['uninjured'],Unknown,M,38.0,Unknown,1930.0,ASAF questionnaire,white shark (Carcharodon carcharias)
738,3,2000,injured,NSW,-33.86666666666667,151.2,deep_coast,0.8,unprovoked,1,swimming,['baitfish'],bit victim on leg,['foot'],other: teeth marks,M,61.0,Unknown,Unknown,ASAF questionnaire,bull shark (Carcharhinus leucas)
739,3,2000,uninjured,NSW,-33.86666666666667,151.2,river,2.0,unprovoked,1,boating,['boating'],bit boat hull,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
740,4,2000,uninjured,NSW,-33.93333333333333,151.25,coastal,2.8,unprovoked,1,boarding,['baitfish'],circled victim,['uninjured'],Unknown,M,Unknown,Unknown,1500.0,media outlet,whaler shark (Carcharhinidae)
741,4,2000,injured,WA,-31.983333333333334,115.75,coastal,Unknown,provoked,1,standing,[],bit victim on foot,['foot'],other: teeth marks,F,11.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
742,9,2000,fatal,SA,-33.61666666666667,134.81666666666666,coastal,Unknown,unprovoked,1,boarding,[],bit victim & board,['torso'],Unknown,M,17.0,Unknown,1230.0,media outlet,white shark (Carcharodon carcharias)
"743,9,2000,fatal,SA,-32.083333333333336,132.96666666666667,coastal,4.5,unprovoked,1,boarding,""['Nearby dolphins', 'Nearby  pinnipeds']"",bit victim & board,['torso'],Unknown,M,25.0,Unknown,730.0,media outlet,white shark (Carcharodon carcharias)"
"744,11,2000,uninjured,QLD,-18.666666666666668,146.5,island,4.0,provoked,1,diving,""['commotion/splashing', 'commotion']"",bit victim on flipper,['uninjured'],Unknown,M,28.0,stabbed shark with knife,910.0,ASAF questionnaire,tiger shark (Galeocerdo cuvier)"
"745,11,2000,injured,WA,-31.983333333333334,115.75,coastal,4.0,unprovoked,1,swimming,""['swimming', 'baitfish', 'Nearby seal']"",bit victim on foot,['foot'],minor lacerations,M,52.0,punched and kicked shark,630.0,ASAF questionnaire,white shark (Carcharodon carcharias)"
"746,11,2000,uninjured,NSW,-34.63333333333333,150.38333333333333,coastal,2.9,unprovoked,1,swimming,""['baitfish', 'Nearby whale/s']"",bit body board being towed,['uninjured'],Unknown,M,40.0,Unknown,1500.0,ASAF questionnaire,white shark (Carcharodon carcharias)"
747,11,2000,uninjured,SA,-33.18333333333333,134.65,coastal,4.0,provoked,1,diving,[],swam towards victim,['uninjured'],Unknown,M,27.0,Unknown,1200.0,ASAF questionnaire,white shark (Carcharodon carcharias)
"748,11,2000,fatal,WA,-31.983333333333334,115.75,coastal,4.0,unprovoked,1,swimming,""['swimming', 'baitfish', 'Nearby seal']"",bit victim on leg,""['torso', 'leg']"",major lacerations,M,49.0,punched and kicked shark,625.0,media outlet,white shark (Carcharodon carcharias)"
"749,12,2000,injured,QLD,-23.433333333333334,151.9,coastal,2.5,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on arm,['arm'],minor lacerations,M,38.0,Unknown,900.0,media outlet,whaler shark (Carcharhinidae)"
"750,12,2000,injured,QLD,-19.25,146.81666666666666,coastal,Unknown,unprovoked,1,diving,[],Unknown,""['arm', 'hand']"",minor lacerations,M,Unknown,Unknown,1630.0,media outlet,wobbegong (Orectolobidae)"
751,1,2001,uninjured,QLD,-26.383333333333333,153.08333333333334,coastal,Unknown,unprovoked,1,boarding,[],bit surfboard,['uninjured'],Unknown,M,Unknown,Unknown,1700.0,government report,tiger shark (Galeocerdo cuvier)
752,1,2001,uninjured,NSW,-30.883333333333333,153.05,coastal,5.0,unprovoked,1,boating,[],bit kayak,['uninjured'],Unknown,M,35.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
753,2,2001,injured,NSW,-29.6,153.33333333333334,coastal,2.5,unprovoked,1,boarding,[],bit surfboard,['calf'],other: teeth marks,M,40.0,Unknown,1615.0,media outlet,tiger shark (Galeocerdo cuvier)
754,3,2001,injured,WA,-33.96666666666667,114.98333333333333,coastal,1.5,unprovoked,1,snorkeling,[],bit victim on leg,['calf'],other: teeth marks,M,19.0,hit shark on nose,1400.0,ASAF questionnaire,wobbegong (Orectolobidae)
"755,4,2001,injured,NSW,-30.633333333333333,153.01666666666668,deep_coast,Unknown,unprovoked,1,boarding,""['boarding', 'baitfish', 'Nearby dolphins']"",bit victim on leg,['calf'],major lacerations,M,40.0,Unknown,1000.0,media outlet,wobbegong (Orectolobidae)"
756,4,2001,injured,NSW,-33.9,151.26666666666668,coastal,1.0,provoked,1,snorkeling,[],bit victim on arm,['arm'],abrasion,M,32.0,tried to shake shark off,Unknown,media outlet,wobbegong (Orectolobidae)
757,5,2001,injured,NSW,-33.233333333333334,151.53333333333333,coastal,3.0,unprovoked,1,boarding,['Nearby dolphins'],bit victim & board,['torso'],minor lacerations,M,37.0,Unknown,1745.0,witness account,white shark (Carcharodon carcharias)
758,10,2001,uninjured,QLD,-27.283333333333335,153.41666666666666,coastal,4.0,unprovoked,1,boating,[],bit rubber dinghy,[],Unknown,M,31.0,Unknown,1400.0,other person account,tiger shark (Galeocerdo cuvier)
"759,10,2001,injured,QLD,-16.916666666666668,149.25,coastal,1.5,provoked,1,snorkeling,""['snorkelling', 'baitfish', 'fishfeeding']"",bit victim on arm,['arm'],minor lacerations,F,20.0,put arm up at shark,1330.0,ASAF questionnaire,silvertip shark (Carcharhinus albimarginatus)"
760,11,2001,injured,NSW,-28.816666666666666,153.53333333333333,coastal,2.0,unprovoked,1,boarding,[],bit surfboard,['torso'],surface wound,M,49.0,Unknown,915.0,media outlet,white shark (Carcharodon carcharias)
761,12,2001,injured,NSW,-29.433333333333334,153.35,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['foot'],other: teeth marks,M,14.0,tried to shake shark off,1815.0,media outlet,wobbegong (Orectolobidae)
762,12,2001,uninjured,WA,-33.63333333333333,115.0,coastal,2.0,unprovoked,1,boarding,[],circled victim,['uninjured'],Unknown,M,36.0,fended off with surfboard,Unknown,media outlet,white shark (Carcharodon carcharias)
"763,12,2001,uninjured,WA,-34.25,115.01666666666667,coastal,2.5,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit collecting bag,['uninjured'],Unknown,M,Unknown,fended off with spear gun,Unknown,media outlet,white shark (Carcharodon carcharias)"
764,1,2002,injured,WA,-33.3,115.68333333333334,deep_coast,Unknown,unprovoked,1,swimming,['swimming'],bit victim on leg,['thigh'],minor lacerations,M,32.0,Unknown,1700.0,ASAF questionnaire,shortfin mako shark (Isurus oxyrinchus)
"765,1,2002,injured,NSW,-32.733333333333334,152.18333333333334,island,2.9,unprovoked,1,boarding,""['swimming', 'boarding', 'Nearby Dog']"",bit surfboard,['arm'],abrasion,M,20.0,kicked at shark,1900.0,witness account,bull shark (Carcharhinus leucas)"
766,2,2002,injured,QLD,-26.366666666666667,153.08333333333334,coastal,1.5,unprovoked,1,boarding,['baitfish'],bit victim on leg,['foot'],minor lacerations,M,36.0,punched and kicked shark,925.0,ASAF questionnaire,whaler shark (Carcharhinidae)
767,2,2002,uninjured,NSW,-33.86666666666667,151.2,river,2.0,unprovoked,1,boating,['baitfish'],bit kayak,['uninjured'],Unknown,M,35.0,Unknown,2030.0,media outlet,bull shark (Carcharhinus leucas)
"768,4,2002,uninjured,NSW,-30.283333333333335,153.13333333333333,coastal,1.8,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish', 'Nearby shark/s']"",bumped victim on arm,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)"
769,4,2002,fatal,SA,-32.3842203682647,133.925580207921,coastal,6.0,provoked,1,diving,['catch'],bit victim on leg,['leg'],major lacerations,M,23.0,Unknown,1230.0,media outlet,white shark (Carcharodon carcharias)
770,4,2002,injured,NSW,-32.93333333333333,151.75,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['foot'],other: teeth marks,M,46.0,punched and kicked shark,Unknown,media outlet,wobbegong (Orectolobidae)
771,8,2002,uninjured,WA,-31.966666666666665,115.75,coastal,3.5,unprovoked,1,boarding,['boarding'],circled & bumped board,['uninjured'],Unknown,M,34.0,paddled away from shark,800.0,ASAF questionnaire,white shark (Carcharodon carcharias)
"772,12,2002,injured,QLD,-16.666666666666668,145.93333333333334,coastal,Unknown,provoked,1,snorkeling,""['snorkelling', 'baitfish', 'fishfeeding']"",bit victim on arm,['arm'],minor lacerations,F,18.0,Unknown,1430.0,media outlet,hammerhead shark (Sphyrnidae)"
"773,12,2002,injured,NSW,-33.78333333333333,151.28333333333333,coastal,0.5,unprovoked,1,diving,""['baitfish', 'Nearby shark/s']"",bit victim on leg,['thigh'],abrasion,M,35.0,hit shark on nose,930.0,ASAF questionnaire,wobbegong (Orectolobidae)"
"774,12,2002,fatal,QLD,-28.05,153.41666666666666,river,2.0,unprovoked,1,swimming,['swimming'],Unknown,""['torso', 'leg']"",major lacerations,M,23.0,Unknown,400.0,government report,bull shark (Carcharhinus leucas)"
775,1,2003,injured,NSW,-33.916666666666664,151.25,coastal,Unknown,unprovoked,1,swimming,[],bit victim,['leg'],minor lacerations,M,24.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
776,1,2003,uninjured,SA,-33.86666666666667,135.16666666666666,coastal,2.5,unprovoked,1,boarding,['boarding'],Unknown,['uninjured'],Unknown,F,Unknown,Unknown,1300.0,media outlet,white shark (Carcharodon carcharias)
777,2,2003,injured,SA,-35.516666666666666,138.76666666666668,coastal,Unknown,unprovoked,1,standing,[],bit victim on leg,['foot'],minor lacerations,M,37.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
778,2,2003,fatal,QLD,-28.1,153.1,coastal,2.2,unprovoked,1,swimming,[],bit victim on leg,['leg'],major lacerations,M,84.0,Unknown,700.0,government report,bull shark (Carcharhinus leucas)
779,3,2003,injured,NSW,-29.416666666666668,153.35,coastal,Unknown,unprovoked,1,boarding,[],bit victim on leg,['foot'],other: teeth marks,M,Unknown,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)
"780,3,2003,injured,WA,-32.53333333333333,115.71666666666667,coastal,1.2,provoked,1,diving,""['catch', 'Nearby shark/s']"",bit victim on body,""['torso', 'pelvic region']"",other: teeth marks,M,Unknown,Unknown,Unknown,expert,wobbegong (Orectolobidae)"
781,7,2003,uninjured,NT,-12.183333333333334,136.76666666666668,island,Unknown,unprovoked,1,boating,[],bit kayak,['uninjured'],Unknown,M,37.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
782,10,2003,injured,NSW,-30.283333333333335,153.13333333333333,coastal,1.2,unprovoked,1,boarding,[],bit victim on foot,['foot'],minor lacerations,M,12.0,Unknown,1815.0,witness account,wobbegong (Orectolobidae)
"783,10,2003,injured,NSW,-32.43333333333333,152.51666666666668,coastal,1.5,unprovoked,1,boarding,""['boarding', 'baitfish']"",bit victim on leg,['foot'],minor lacerations,M,22.0,Unknown,1730.0,ASAF questionnaire,wobbegong (Orectolobidae)"
784,11,2003,injured,WA,-33.63333333333333,114.98333333333333,coastal,1.3,provoked,1,swimming,['swimming'],bit another person first,['thigh'],abrasion,M,15.0,Unknown,1130.0,media outlet,wobbegong (Orectolobidae)
"785,11,2003,injured,WA,-33.96666666666667,114.98333333333333,coastal,1.3,provoked,1,swimming,['swimming'],circled victim,""['hand', 'leg']"",abrasion,M,15.0,pushed at shark,1130.0,media outlet,wobbegong (Orectolobidae)"
"786,12,2003,injured,WA,-33.96666666666667,114.98333333333333,river,0.7,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on leg,['leg'],other: teeth marks,M,34.0,punched and kicked shark,700.0,media outlet,wobbegong (Orectolobidae)"
"787,12,2003,uninjured,VIC,-38.266666666666666,144.53333333333333,coastal,Unknown,unprovoked,1,swimming,""['baitfish', 'Nearby shark/s']"",bit surfboard leg rope,['uninjured'],Unknown,M,Unknown,hit shark,545.0,media outlet,whaler shark (Carcharhinidae)"
"788,1,2004,injured,WA,-33.983333333333334,114.98333333333333,coastal,1.0,unprovoked,1,swimming,[],bit victim on body,""['torso', 'pelvic region']"",other: teeth marks,M,Unknown,Unknown,2000.0,media outlet,wobbegong (Orectolobidae)"
