,Incident.month,Incident.year,Victim.injury,State,Latitude,Longitude,Site.category,Shark.length.m,Provoked/unprovoked,No.sharks,Victim.activity,Present.at.time.of.bite,Shark.behaviour,Injury.location,Injury.severity,Victim.gender,Victim.age,Diversionary.action.taken,Time.of.incident,Data.source,Shark.name
587,3,1980,injured,QLD,-27.416666666666668,153.53333333333333,coastal,Unknown,unprovoked,1,boarding,[],bit victim on leg,['calf'],minor lacerations,M,21.0,Unknown,Unknown,government report,whaler shark (Carcharhinidae)
588,9,1980,uninjured,SA,-32.083333333333336,132.96666666666667,coastal,Unknown,unprovoked,1,boarding,[],bit surfboard,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
"589,10,1980,injured,QLD,-16.916666666666668,145.76666666666668,coastal,2.0,provoked,1,diving,""['fishing', 'spearfishing', 'sharkfeeding']"",bit the bait cage,['head'],minor lacerations,F,Unknown,Unknown,Unknown,witness account,grey reef shark (Carcharhinus amblyrhynchos)"
590,11,1980,injured,WA,-31.0,115.3,coastal,Unknown,unprovoked,1,swimming,[],bit victim on torso ,['torso'],major lacerations,M,Unknown,Unknown,Unknown,book,white shark (Carcharodon carcharias)
591,1,1981,uninjured,NSW,-28.633333333333333,153.61666666666667,coastal,2.5,unprovoked,1,boarding,['boarding'],bit surfboard,['uninjured'],Unknown,M,27.0,Unknown,700.0,media outlet,tiger shark (Galeocerdo cuvier)
592,2,1981,injured,WA,-32.0,115.51666666666667,island,1.5,unprovoked,1,swimming,['swimming'],bit victim on leg - thigh,['leg'],surface wound,M,37.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
"593,2,1981,injured,WA,-32.016666666666666,115.73333333333333,coastal,1.0,unprovoked,1,standing,""['swimming', 'Nearby Dog']"",bit victim on foot,['foot'],other: teeth marks,M,Unknown,Unknown,Unknown,other person account,wobbegong (Orectolobidae)"
594,12,1981,injured,QLD,-16.75,145.96666666666667,island,Unknown,unprovoked,Unknown,swimming,[],Unknown,['torso'],major lacerations,F,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
595,2,1982,uninjured,TAS,-43.516666666666666,146.9,coastal,5.5,provoked,1,diving,['catch'],aggressive towards victim,['uninjured'],Unknown,M,Unknown,fended off with knife,Unknown,witness account,white shark (Carcharodon carcharias)
"596,2,1982,fatal,TAS,-43.56666666666667,146.88333333333333,coastal,6.0,provoked,1,spearfishing,""['boating', 'fishing', 'spearfishing']"",bit victim on body,['unrecovered_body'],Unknown,M,32.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
597,3,1982,fatal,NSW,-28.633333333333333,153.61666666666667,coastal,Unknown,unprovoked,1,boarding,['boarding'],Unknown,['leg'],major lacerations,M,20.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
598,7,1983,uninjured,QLD,-18.9,147.73333333333332,island,4.0,unprovoked,1,swimming,[],bit victim on leg,[],Unknown,M,33.0,kicked shark,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
599,7,1983,fatal,QLD,-18.683333333333334,147.1,island,4.0,unprovoked,1,swimming,[],bit victim on body,['unrecovered_body'],Unknown,F,21.0,Unknown,400.0,media outlet,tiger shark (Galeocerdo cuvier)
600,7,1983,fatal,QLD,-18.683333333333334,147.1,island,4.0,unprovoked,1,swimming,[],followed survivor,['unrecovered_body'],Unknown,M,24.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
601,11,1983,injured,QLD,-28.166666666666668,153.53333333333333,coastal,Unknown,unprovoked,Unknown,swimming,[],Unknown,['thigh'],minor lacerations,M,10.0,Unknown,Unknown,government report,tiger shark (Galeocerdo cuvier)
"602,12,1983,injured,SA,-35.31666666666667,136.1,island,4.0,provoked,1,diving,['catch'],swam towards victim,""['arm', 'hand']"",minor lacerations,M,Unknown,pushed bag into mouth,Unknown,media outlet,white shark (Carcharodon carcharias)"
"603,2,1984,injured,QLD,-21.133333333333333,149.18333333333334,island,Unknown,unprovoked,Unknown,swimming,[],Unknown,""['arm', 'hand']"",major lacerations,M,27.0,Unknown,Unknown,government report,tiger shark (Galeocerdo cuvier)"
604,3,1984,injured,WA,-23.13333333,113.7666667,coastal,Unknown,unprovoked,1,standing,[],Unknown,['calf'],minor lacerations,M,25.0,Unknown,Unknown,ASAF questionnaire,whaler shark (Carcharhinidae)
605,3,1984,injured,WA,-31.833333333333332,115.75,coastal,0.3,unprovoked,1,standing,[],bit victim on leg,['leg'],other: teeth marks,M,Unknown,grabbed shark by head,Unknown,other person account,wobbegong (Orectolobidae)
606,6,1984,uninjured,TAS,-43.233333333333334,147.78333333333333,coastal,6.0,provoked,1,diving,['catch'],swam towards victim,[],Unknown,M,Unknown,pushed at shark,Unknown,media outlet,white shark (Carcharodon carcharias)
"607,9,1984,injured,NT,-14.116666666666667,129.53333333333333,coastal,Unknown,unprovoked,1,standing,""['commotion/splashing', 'commotion']"",bit victim when startled ,""['arm', 'head', 'torso']"",minor lacerations,F,27.0,Unknown,Unknown,ASAF questionnaire,tiger shark (Galeocerdo cuvier)"
608,10,1984,uninjured,NSW,-28.683333333333334,153.61666666666667,coastal,2.5,unprovoked,1,boarding,[],bit surfboard,['uninjured'],Unknown,M,25.0,Unknown,700.0,ASAF questionnaire,white shark (Carcharodon carcharias)
609,10,1984,uninjured,TAS,-43.13333333333333,148.0,coastal,6.0,provoked,1,diving,['catch'],circled victim,[],Unknown,M,Unknown,hid in rock cave,Unknown,media outlet,white shark (Carcharodon carcharias)
"610,11,1984,fatal,QLD,-21.05,149.18333333333334,coastal,4.0,unprovoked,1,swimming,['boating'],bit victim,""['arm', 'head', 'torso']"",major lacerations,M,15.0,Unknown,1200.0,media outlet,tiger shark (Galeocerdo cuvier)"
611,2,1985,uninjured,VIC,-38.333333333333336,144.3,coastal,2.0,unprovoked,1,boarding,[],bit surfboard,[],Unknown,M,36.0,Unknown,600.0,ASAF questionnaire,white shark (Carcharodon carcharias)
612,3,1985,injured,WA,-31.85,115.75,island,0.7,provoked,1,diving,[],swam away after being disturbed,['thigh'],minor lacerations,F,20.0,Unknown,1030.0,ASAF questionnaire,wobbegong (Orectolobidae)
613,3,1985,fatal,SA,-34.46666666666667,136.01666666666668,coastal,6.0,unprovoked,1,snorkeling,['snorkelling'],bit victim ,['torso'],major lacerations,F,33.0,Unknown,1230.0,media outlet,white shark (Carcharodon carcharias)
"614,9,1985,injured,QLD,-13.916666666666666,146.61666666666667,coastal,2.0,provoked,1,diving,""['fishing', 'spearfishing', 'baitfish', 'Nearby shark/s']"",bit hand,""['arm', 'hand']"",surface wound,M,Unknown,Unknown,Unknown,media outlet,whitetip reef shark (Triaenodon obesus)"
615,12,1985,injured,NSW,-29.916666666666668,153.38333333333333,island,Unknown,provoked,Unknown,diving,[],bit victim on leg,['thigh'],other: teeth marks,M,Unknown,pulled shark away,Unknown,other person account,wobbegong (Orectolobidae)
"616,1,1986,fatal,QLD,-10.666666666666666,142.18333333333334,island,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",Unknown,[],Unknown,M,Unknown,Unknown,Unknown,other person account,tiger shark (Galeocerdo cuvier)"
617,3,1986,injured,NT,-12.366666666666667,130.83333333333334,coastal,1.0,provoked,1,swimming,['fishing'],bit leg,['leg'],other: teeth marks,M,13.0,hit shark,Unknown,media outlet,wobbegong (Orectolobidae)
"618,5,1986,injured,NSW,-33.81666666666667,151.3,coastal,1.8,unprovoked,1,diving,[],bit hand,""['arm', 'hand']"",minor lacerations,M,41.0,Unknown,930.0,ASAF questionnaire,wobbegong (Orectolobidae)"
619,8,1986,injured,NSW,-33.81666666666667,151.3,coastal,1.8,unprovoked,1,diving,[],Unknown,['thigh'],other: teeth marks,F,Unknown,Unknown,1130.0,other person account,wobbegong (Orectolobidae)
620,10,1986,uninjured,WA,-12.15,96.81666666666666,island,3.0,unprovoked,1,boarding,[],knocked victim off board,[],Unknown,M,39.0,Unknown,1100.0,ASAF questionnaire,tiger shark (Galeocerdo cuvier)
621,1,1987,injured,QLD,-14.666666666666666,145.45,island,2.0,unprovoked,1,swimming,['Dead shark'],Unknown,['calf'],minor lacerations,M,38.0,Unknown,730.0,ASAF questionnaire,tiger shark (Galeocerdo cuvier)
"622,1,1987,injured,QLD,-13.916666666666666,146.61666666666667,island,Unknown,provoked,1,diving,['baitfish'],bit victim on body,""['torso', 'pelvic region']"",abrasion,F,Unknown,Unknown,Unknown,witness account,whitetip reef shark (Triaenodon obesus)"
623,2,1987,injured,NSW,-32.166666666666664,152.51666666666668,ocean,1.0,provoked,1,diving,[],bit victim on leg,['thigh'],other: teeth marks,F,17.0,hit shark on nose,945.0,ASAF questionnaire,wobbegong (Orectolobidae)
"624,2,1987,fatal,VIC,-38.46666666666667,144.88333333333333,coastal,Unknown,unprovoked,Unknown,boarding,""['fishing', 'spearfishing']"",Unknown,[],major lacerations,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
625,3,1987,injured,WA,-33.88333333333333,121.81666666666666,coastal,Unknown,unprovoked,1,boarding,[],bit victim on leg,['leg'],Unknown,M,19.0,Unknown,1730.0,media outlet,white shark (Carcharodon carcharias)
626,4,1987,injured,WA,-32.16666667,115.65,deep_coast,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],other: teeth marks,M,Unknown,Unknown,Unknown,other person account,wobbegong (Orectolobidae)
"627,9,1987,fatal,SA,-34.916666666666664,138.58333333333334,coastal,4.5,unprovoked,1,diving,""['Nearby dolphins', 'Nearby  fish']"",Unknown,[],Unknown,M,47.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
628,10,1987,injured,NT,-14.166666666666666,132.18333333333334,coastal,Unknown,unprovoked,1,swimming,[],bit victim on arm,['arm'],minor lacerations,F,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
"629,12,1987,uninjured,QLD,-14.666666666666666,145.45,island,4.0,provoked,1,diving,""['boating', 'baitfish', 'fishfeeding']"",attempted to bit divers camera,['uninjured'],Unknown,M,Unknown,fended off shark with camera,1200.0,witness account,hammerhead shark (Sphyrnidae)"
630,7,1988,injured,NSW,-33.266666666666666,151.56666666666666,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['calf'],minor lacerations,F,10.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
"631,10,1988,injured,SA,-34.916666666666664,138.58333333333334,coastal,Unknown,unprovoked,1,boarding,[],Unknown,""['hand', 'leg']"",other: teeth marks,M,15.0,hit shark on nose,1215.0,media outlet,white shark (Carcharodon carcharias)"
"632,10,1988,uninjured,QLD,-23.9,152.38333333333333,island,Unknown,provoked,Unknown,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",swam towards victim,['uninjured'],Unknown,M,Unknown,pushed bag into mouth,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
633,10,1988,injured,VIC,-38.5,145.26666666666668,coastal,1.2,unprovoked,1,boarding,[],bit surfboard,['calf'],minor lacerations,M,35.0,kicked shark,1500.0,ASAF questionnaire,white shark (Carcharodon carcharias)
634,11,1988,fatal,QLD,-23.116666666666667,150.73333333333332,coastal,4.5,unprovoked,3,swimming,[],swam away - body in mouth,['torso'],Unknown,M,17.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
635,11,1988,fatal,QLD,-23.116666666666667,150.73333333333332,coastal,4.5,unprovoked,2,swimming,[],Unknown,[],Unknown,M,62.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
636,1,1989,injured,NSW,-33.86666666666667,151.2,coastal,2.0,provoked,1,diving,[],bit victim on arm,['arm'],Unknown,M,19.0,Unknown,Unknown,other questionnaire (ISAF),wobbegong (Orectolobidae)
"637,1,1989,uninjured,VIC,-38.5,145.26666666666668,coastal,4.0,unprovoked,1,boarding,""['boarding', 'Nearby shark/s']"",bit surfboard,['uninjured'],Unknown,M,30.0,hit shark on nose,1700.0,ASAF questionnaire,white shark (Carcharodon carcharias)"
638,1,1989,injured,WA,-32.0,115.51666666666667,coastal,1.2,unprovoked,1,snorkeling,[],bit victim on leg - thigh,['leg'],other: teeth marks,M,Unknown,Unknown,1400.0,other person account,wobbegong (Orectolobidae)
639,1,1989,injured,NSW,-28.883333333333333,153.55,coastal,3.0,unprovoked,1,boarding,['Nearby dolphins'],bit victim & board,['torso'],other: teeth marks,M,17.0,hit shark on nose,1600.0,media outlet,white shark (Carcharodon carcharias)
"640,3,1989,uninjured,WA,-17.966666666666665,122.23333333333333,coastal,3.0,provoked,1,snorkeling,""['baitfish', 'Nearby shark/s']"",bit kayak,[],Unknown,M,Unknown,Unknown,1100.0,ASAF questionnaire,tiger shark (Galeocerdo cuvier)"
"641,3,1989,injured,QLD,-10.116666666666667,142.13333333333333,island,2.0,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on leg,['thigh'],minor lacerations,M,32.0,pushed at shark,1630.0,ASAF questionnaire,whaler shark (Carcharhinidae)"
642,3,1989,fatal,SA,-35.63333333333333,138.48333333333332,coastal,2.0,unprovoked,Unknown,boarding,['boarding'],bit victim on leg,['thigh'],major lacerations,M,27.0,Unknown,2015.0,media outlet,white shark (Carcharodon carcharias)
"643,8,1989,uninjured,NSW,-28.783333333333335,153.58333333333334,coastal,3.0,unprovoked,1,boarding,""['fishing', 'Nearby dolphins', 'Nearby  fish']"",bit surfboard,['uninjured'],Unknown,M,17.0,paddled away from shark,630.0,ASAF questionnaire,white shark (Carcharodon carcharias)"
"644,10,1989,uninjured,TAS,-41.43333333333333,148.26666666666668,deep_coast,2.1,unprovoked,1,boarding,""['boarding', 'baitfish']"",bit surfboard,[],Unknown,M,17.0,Unknown,1450.0,ASAF questionnaire,white shark (Carcharodon carcharias)"
645,10,1989,injured,NT,-14.166666666666666,132.18333333333334,coastal,2.0,unprovoked,1,swimming,['swimming'],bit victim on leg,['thigh'],minor lacerations,F,31.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
646,11,1989,injured,VIC,-38.53333333333333,145.46666666666667,coastal,4.5,unprovoked,1,boarding,['boarding'],bit victim & board,['thigh'],minor lacerations,M,32.0,Unknown,1930.0,ASAF questionnaire,white shark (Carcharodon carcharias)
647,11,1989,injured,QLD,-28.033333333333335,153.4,river,2.0,unprovoked,1,swimming,[],grazed victim w/skin,['calf'],minor lacerations,M,10.0,punched and kicked shark,1800.0,media outlet,bull shark (Carcharhinus leucas)
"648,12,1989,injured,WA,-16.383333333333333,122.91666666666667,island,Unknown,unprovoked,1,diving,[],bit victim on arm,""['arm', 'hand']"",other: teeth marks,M,Unknown,Unknown,Unknown,other person account,wobbegong (Orectolobidae)"
"649,12,1989,injured,NT,-12.283333333333333,136.81666666666666,coastal,2.0,provoked,1,swimming,""['baitfish', 'Nearby shark/s']"",bit victim on leg,['leg'],minor lacerations,M,17.0,pushed fishing rod into sharks mouth,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
650,4,1990,uninjured,QLD,-28.15,153.53333333333333,coastal,4.0,unprovoked,1,boarding,[],bit surfboard,['uninjured'],Unknown,M,31.0,Unknown,600.0,media outlet,tiger shark (Galeocerdo cuvier)
651,4,1990,uninjured,NSW,-28.183333333333334,153.55,coastal,3.0,unprovoked,1,boarding,[],bit surfboard,['uninjured'],Unknown,M,29.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
652,4,1990,fatal,QLD,-19.166666666666668,148.38333333333333,island,Unknown,provoked,1,snorkeling,[],bit victim,['torso'],Unknown,M,36.0,Unknown,1400.0,media outlet,tiger shark (Galeocerdo cuvier)
"653,5,1990,injured,QLD,-16.216666666666665,145.88333333333333,ocean,3.0,provoked,1,snorkeling,""['snorkelling', 'baitfish', 'fishfeeding']"",grazed victim on leg,['calf'],abrasion,F,33.0,Unknown,1200.0,ASAF questionnaire,hammerhead shark (Sphyrnidae)"
"654,5,1990,injured,QLD,-16.216666666666665,145.88333333333333,island,3.0,provoked,1,snorkeling,""['snorkelling', 'baitfish', 'fishfeeding']"",bit victim on arm,""['arm', 'hand']"",other: teeth marks,M,44.0,pushed shark away,1200.0,ASAF questionnaire,hammerhead shark (Sphyrnidae)"
655,9,1990,injured,QLD,-25.9,153.08333333333334,coastal,0.6,unprovoked,1,standing,[],bit victim on foot,['foot'],abrasion,M,13.0,kicked shark,830.0,media outlet,wobbegong (Orectolobidae)
"656,10,1990,injured,QLD,-28.033333333333335,153.4,river,1.8,unprovoked,1,swimming,[],bit victim on leg - thigh,""['leg', 'pelvic region']"",major lacerations,M,26.0,swam away,2000.0,media outlet,bull shark (Carcharhinus leucas)"
657,10,1990,injured,SA,-35.516666666666666,138.76666666666668,coastal,1.1,unprovoked,1,boarding,['boarding'],bit victim on foot,['foot'],minor lacerations,M,20.0,pulled foot away,1030.0,media outlet,white shark (Carcharodon carcharias)
"658,11,1990,injured,QLD,-28.0,153.41666666666666,river,1.5,unprovoked,1,swimming,""['swimming', 'baitfish']"",bit victim on arm,""['arm', 'torso', 'pelvic region']"",minor lacerations,M,26.0,Unknown,1640.0,ASAF questionnaire,bull shark (Carcharhinus leucas)"
659,1,1991,injured,QLD,-23.833333333333332,151.25,coastal,2.0,unprovoked,1,boarding,[],Unknown,['leg'],minor lacerations,M,22.0,Unknown,1745.0,media outlet,Unknown
"660,1,1991,uninjured,VIC,-38.266666666666666,144.65,coastal,3.0,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit collecting bag,['uninjured'],Unknown,M,14.0,speared shark,Unknown,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
661,1,1991,uninjured,NSW,-33.516666666666666,151.36666666666667,coastal,1.2,unprovoked,1,snorkeling,[],swam towards victim,['uninjured'],Unknown,M,45.0,hit shark with knife,1500.0,witness account,dusky shark (Carcharhinus obscurus)
"662,1,1991,injured,QLD,-28.033333333333335,153.4,river,1.5,unprovoked,1,swimming,[],bumped leg,""['leg', 'pelvic region']"",minor lacerations,M,29.0,grabbed shark by head,830.0,ASAF questionnaire,bull shark (Carcharhinus leucas)"
"663,3,1991,injured,NSW,-34.56666666666667,150.86666666666667,coastal,2.0,provoked,1,diving,[],bit victim on leg,""['arm', 'leg']"",minor lacerations,M,18.0,hit shark ,1600.0,media outlet,grey nurse shark (Carcharius taurus)"
664,9,1991,fatal,SA,-35.28333333333333,138.43333333333334,coastal,4.0,unprovoked,1,diving,['baitfish'],bit victim on body,['torso'],major lacerations,M,19.0,Unknown,1435.0,ASAF questionnaire,white shark (Carcharodon carcharias)
665,11,1991,injured,WA,-32.516666666666666,115.7,coastal,1.0,unprovoked,1,boarding,[],bit surfboard,['leg'],abrasion,M,14.0,pulled board away from shark,Unknown,media outlet,white shark (Carcharodon carcharias)
666,1,1992,injured,QLD,-28.166666666666668,153.53333333333333,coastal,2.8,unprovoked,1,boarding,['boarding'],knocked victim off board,['leg'],major lacerations,M,19.0,hit shark on nose,2000.0,ASAF questionnaire,white shark (Carcharodon carcharias)
667,2,1992,uninjured,QLD,-24.866666666666667,152.35,coastal,3.0,unprovoked,1,boarding,[],bit surf ski,['uninjured'],Unknown,M,22.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
668,3,1992,uninjured,QLD,-27.983333333333334,153.33333333333334,river,2.5,provoked,1,Unknown,[],swam towards victim,['uninjured'],Unknown,M,24.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
"669,3,1992,injured,VIC,-38.28333333333333,144.6,coastal,2.7,unprovoked,1,boarding,""['baiting', 'Nearby pinniped/s']"",bit surfboard,""['leg', 'pelvic region']"",minor lacerations,M,17.0,punched and kicked shark,1130.0,media outlet,white shark (Carcharodon carcharias)"
670,8,1992,injured,SA,-34.25,135.16666666666666,coastal,3.5,unprovoked,1,boarding,[],bit surfboard,['torso'],minor lacerations,M,16.0,Unknown,1750.0,ASAF questionnaire,white shark (Carcharodon carcharias)
"671,10,1992,fatal,QLD,-27.083333333333332,153.4,coastal,4.2,unprovoked,1,boarding,""['boarding', 'baiting', 'Nearby dolphins', 'Nearby  fish']"",bit victim & board,[],major lacerations,M,28.0,Unknown,1430.0,media outlet,white shark (Carcharodon carcharias)"
"672,1,1993,injured,QLD,-20.05,148.88333333333333,island,1.5,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on arm,['arm'],minor lacerations,M,21.0,Unknown,900.0,media outlet,whitetip reef shark (Triaenodon obesus)"
"673,4,1993,uninjured,TAS,-40.93333333333333,146.98333333333332,island,3.0,provoked,1,spearfishing,""['fishing', 'spearfishing', 'Nearby pinniped/s']"",swam towards victim,['uninjured'],Unknown,M,32.0,fended off with spear gun,Unknown,media outlet,white shark (Carcharodon carcharias)"
"674,4,1993,injured,SA,-34.21666666666667,138.01666666666668,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on leg,['calf'],minor lacerations,M,60.0,Unknown,1915.0,other person account,white shark (Carcharodon carcharias)"
675,6,1993,fatal,TAS,-40.93333333333333,146.98333333333332,island,4.0,unprovoked,1,diving,['Nearby seals'],bit victim on body,['unrecovered_body'],Unknown,F,35.0,Unknown,1100.0,media outlet,white shark (Carcharodon carcharias)
676,6,1993,fatal,NSW,-28.633333333333333,153.61666666666667,coastal,6.0,unprovoked,1,diving,[],bit victim on body,['torso'],major lacerations,M,31.0,Unknown,930.0,government report,white shark (Carcharodon carcharias)
677,11,1993,fatal,WA,-17.966666666666665,122.23333333333333,coastal,4.0,provoked,1,diving,[],bit victim,[],major lacerations,M,28.0,Unknown,1600.0,media outlet,tiger shark (Galeocerdo cuvier)
678,12,1993,uninjured,QLD,-23.366666666666667,150.5,coastal,2.0,unprovoked,1,boarding,['baitfish'],grazed victim w/skin,['uninjured'],Unknown,M,13.0,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)
679,1,1994,injured,QLD,-27.533333333333335,153.83333333333334,river,1.5,unprovoked,1,swimming,['boarding'],bit victim on leg - thigh,['thigh'],minor lacerations,M,22.0,pushed at shark,1330.0,ASAF questionnaire,bull shark (Carcharhinus leucas)
680,1,1994,injured,QLD,-27.983333333333334,153.41666666666666,river,Unknown,unprovoked,1,swimming,[],bit victim on leg,['foot'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
"681,2,1994,injured,SA,-37.31666666666667,139.83333333333334,coastal,1.6,provoked,1,fishing,""['catch', 'baitfish']"",bit victim on foot,['foot'],other: teeth marks,M,39.0,Unknown,2000.0,media outlet,wobbegong (Orectolobidae)"
"682,4,1994,injured,QLD,-27.933333333333334,153.41666666666666,coastal,Unknown,unprovoked,1,swimming,[],bit hand,""['arm', 'hand']"",other: teeth marks,F,Unknown,Unknown,945.0,media outlet,whaler shark (Carcharhinidae)"
683,11,1994,injured,VIC,-38.46666666666667,144.88333333333333,coastal,3.0,provoked,1,diving,[],bit victim on body,['torso'],other: teeth marks,M,23.0,Unknown,Unknown,victim account,wobbegong (Orectolobidae)
"684,2,1995,uninjured,VIC,-38.516666666666666,145.08333333333334,island,2.6,provoked,1,diving,""['catch', 'Nearby pinniped/s']"",swam towards victim,[],Unknown,M,34.0,hit shark on nose,730.0,ASAF questionnaire,sevengill shark (Notorynchus cepedianus)"
685,2,1995,injured,SA,-35.53333333333333,138.66666666666666,coastal,Unknown,unprovoked,1,boarding,[],bit victim on foot,['foot'],other: teeth marks,M,14.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
686,3,1995,injured,SA,-32.083333333333336,132.96666666666667,coastal,2.0,unprovoked,1,boarding,['baitfish'],bit victim on arm,['arm'],minor lacerations,M,35.0,pushed board into mouth,730.0,media outlet,white shark (Carcharodon carcharias)
687,3,1995,uninjured,NSW,-33.85,151.23333333333332,deep_coast,2.5,unprovoked,1,boarding,[],knocked victim off board,['uninjured'],Unknown,F,29.0,Unknown,700.0,media outlet,bull shark (Carcharhinus leucas)
"688,4,1995,injured,NSW,-37.05,149.9,coastal,Unknown,unprovoked,1,diving,[],bit victim ,""['arm', 'hand']"",minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)"
689,5,1995,uninjured,WA,-24.833333333333332,113.13333333333334,island,3.0,unprovoked,1,diving,['baitfish'],swam towards victim,['uninjured'],Unknown,M,49.0,pushed clipboard into mouth,1000.0,ASAF questionnaire,tiger shark (Galeocerdo cuvier)
"690,9,1995,fatal,WA,-33.88333333333333,120.68333333333334,coastal,3.0,unprovoked,1,diving,""['Nearby whale/s', 'Nearby  pinniped/s']"",Unknown,['torso'],major lacerations,M,29.0,Unknown,1500.0,media outlet,white shark (Carcharodon carcharias)"
691,10,1995,injured,QLD,-25.0,152.83333333333334,coastal,Unknown,unprovoked,1,standing,[],bit victim on leg,['leg'],minor lacerations,F,15.0,Unknown,1500.0,media outlet,tiger shark (Galeocerdo cuvier)
692,11,1995,injured,NSW,-29.533333333333335,153.33333333333334,deep_coast,1.0,provoked,1,Unknown,['baitfish'],bit victim on leg,['thigh'],other: teeth marks,M,35.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
693,11,1995,injured,QLD,-23.166666666666668,150.95,coastal,1.75,unprovoked,1,swimming,['baitfish'],bit victim on leg,['leg'],minor lacerations,M,19.0,Unknown,1600.0,media outlet,tiger shark (Galeocerdo cuvier)
694,12,1995,injured,NSW,-33.55,151.26666666666668,deep_coast,2.6,unprovoked,1,swimming,[],bumped victim with nose,['arm'],abrasion,M,24.0,Unknown,1530.0,media outlet,bull shark (Carcharhinus leucas)
695,1,1996,injured,QLD,-27.85,153.4,deep_coast,Unknown,unprovoked,1,standing,[],bit victim on leg,['calf'],minor lacerations,F,13.0,Unknown,1400.0,media outlet,bull shark (Carcharhinus leucas)
"696,1,1996,injured,WA,-35.05,117.68333333333334,island,0.7,provoked,1,spearfishing,""['fishing', 'spearfishing', 'catch', 'baitfish']"",bit victim on leg,['leg'],other: teeth marks,M,40.0,grabbed shark by head,1515.0,ASAF questionnaire,wobbegong (Orectolobidae)"
697,2,1996,injured,NSW,-33.86666666666667,151.2,coastal,2.0,unprovoked,1,swimming,[],bit victim on leg,['thigh'],other: teeth marks,M,24.0,Unknown,130.0,media outlet,bull shark (Carcharhinus leucas)
"698,2,1996,injured,NSW,-31.516666666666666,159.05,coastal,Unknown,provoked,1,standing,""['baitfish', 'fishfeeding']"",bit victim on foot,['foot'],minor lacerations,M,7.0,Unknown,Unknown,media outlet,galapagos shark (Carcharhinus galapagensis)"
"699,3,1996,injured,QLD,-23.433333333333334,151.9,island,Unknown,unprovoked,1,swimming,[],bit victim on arm,""['arm', 'leg']"",minor lacerations,F,47.0,Unknown,700.0,media outlet,whaler shark (Carcharhinidae)"
700,4,1996,injured,NSW,-33.666666666666664,151.3,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],other: teeth marks,F,16.0,punched and kicked shark,Unknown,media outlet,wobbegong (Orectolobidae)
701,4,1996,injured,NSW,-33.666666666666664,151.3,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['thigh'],other: teeth marks,M,11.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
702,6,1996,uninjured,VIC,-38.416666666666664,145.06666666666666,coastal,3.0,unprovoked,1,boarding,[],bumped surfboard,['uninjured'],Unknown,M,47.0,Unknown,1730.0,media outlet,white shark (Carcharodon carcharias)
703,9,1996,injured,WA,-32.0,115.51666666666667,island,Unknown,unprovoked,1,standing,[],bit victim on leg,['thigh'],abrasion,M,Unknown,Unknown,Unknown,other person account,wobbegong (Orectolobidae)
